ID,TOTAL.VALUE,TAX,LOT.SQFT,YR.BUILT,GROSS.AREA,LIVING.AREA,FLOORS,ROOMS,BEDROOMS,FULL.BATH,HALF.BATH,KITCHEN,FIREPLACE,REMODEL
3953,577.1,7259,5244,1887,3899,2298,2,9,4,1,1,1,1,Recent
3954,411,5170,5369,1922,2525,1550,2,6,3,1,0,1,2,None
3955,300.8,3784,3800,1909,2028,912,1,5,3,1,0,1,1,None
3956,267.5,3365,4068,1929,2060,988,1,5,2,1,1,1,0,None
3957,434.2,5462,12198,1920,2812,1760,2,7,4,2,0,1,0,Recent
3958,624.5,7856,10085,1892,5975,3355,2,10,3,2,1,1,2,None
3959,313.3,3941,5120,1952,3066,1416,1,6,3,1,0,1,1,None
3960,439.1,5523,6250,1900,4213,2477,2,10,3,1,1,1,1,None
3961,322.3,4054,4794,1955,2647,1414,1.5,5,2,1,1,1,1,None
3962,349.2,4392,6293,1925,2594,1297,1,6,3,1,0,1,0,None
3963,624.9,7861,11700,1900,3807,2220,2,7,3,1,1,1,1,Recent
3964,565.4,7112,9951,1949,3977,2534,2,8,4,2,1,1,2,None
3965,361.8,4551,3680,1920,3044,1762,2,9,3,1,1,1,0,None
3966,353.6,4448,3800,1930,3326,1492,1,6,3,1,0,1,1,None
3967,377.6,4750,4950,1920,2413,1550,2,6,2,1,0,1,1,None
3968,369.5,4648,5500,1955,2820,1503,1.5,7,4,2,0,1,1,None
3969,475.3,5979,8705,1930,2862,1798,2,7,4,1,1,1,1,None
3970,384,4830,6375,1910,2802,1794,2,7,3,1,1,1,0,None
3971,485.1,6102,7981,1910,4538,2481,2,9,3,3,1,1,1,None
3972,676.2,8506,11354,1910,4740,2670,2,10,5,3,1,1,1,Old
3973,264.5,3327,3800,1930,2084,1000,1,5,2,1,0,1,1,None
3974,361.2,4543,5275,1960,3136,1395,1,7,3,1,1,1,1,None
3975,380.1,4781,6145,1938,2493,1402,2,7,3,1,1,1,1,None
3976,340.4,4282,3120,1920,2320,1364,2,7,3,1,0,1,0,Recent
3977,741.9,9333,7589,2006,4856,3245,1.5,10,5,3,1,1,2,None
3978,286.3,3601,4406,1930,1968,950,1,5,2,1,0,1,0,None
3979,385.4,4848,7906,1960,2232,1056,1,5,2,1,0,1,1,None
3980,418.4,5263,5756,1930,2384,1500,2,8,4,1,0,1,0,None
3981,363.1,4567,6080,1931,2752,1461,1.5,6,2,1,1,1,1,None
3982,386.8,4865,3800,1915,3901,1607,1,8,4,1,1,1,1,None
3983,386.6,4863,3770,1914,3162,1752,2,7,4,1,1,1,0,Recent
3984,365.8,4601,4000,1895,3092,1698,2,8,3,1,1,1,0,None
3985,372.7,4688,5400,1930,2409,1550,2,6,3,1,0,1,0,None
3986,482.8,6073,5096,1906,4724,2674,2,8,4,1,1,1,1,None
3987,397.2,4996,14230,1960,2079,1014,1,6,2,1,1,1,1,None
3988,279.8,3519,3512,1955,1724,792,1,6,3,1,1,1,1,None
3989,300.4,3779,5500,1924,2090,950,1,5,2,1,0,1,1,None
3990,338.7,4260,6375,1910,3212,1383,1,6,3,1,0,1,1,None
3991,370.1,4655,5000,1945,2408,1314,2,8,3,1,1,1,1,None
3992,356.6,4486,2755,1920,2694,1710,2,6,3,1,1,1,0,Recent
3993,343.5,4321,4556,1935,3139,1680,1.5,6,3,2,0,1,1,Recent
3994,398.5,5013,5244,1920,2554,1585,2,9,3,1,1,1,0,None
3995,721.6,9077,5505,1900,5806,3626,2,14,7,3,1,1,2,Recent
3996,535,6730,5732,1900,3818,2113,2,9,5,1,0,1,1,None
3997,555.9,6993,10731,1910,4256,2371,2,9,5,2,1,1,1,None
3998,397,4994,6000,1940,2474,1514,2,7,3,1,1,1,2,None
3999,396.7,4990,4950,1930,2832,1752,2,8,3,2,1,1,1,None
4000,293.1,3687,6000,1930,1934,1050,1,5,2,1,0,1,1,None
4001,375,4717,6159,1920,2816,1705,2,9,5,1,0,1,0,Old
4002,387.8,4878,7500,1887,2796,1648,2,7,3,1,1,1,1,None
4003,401.3,5048,6457,1962,2488,1581,2,6,3,1,1,1,1,None
4004,562.9,7081,8960,1910,4792,2767,2,8,5,2,2,1,2,Old
4005,338.1,4253,4651,1924,2628,1600,2,6,3,1,1,1,0,None
4006,344.5,4333,5398,1930,3166,1428,1,5,2,1,0,1,0,None
4007,409.2,5147,5500,1922,2593,1565,2,6,3,2,1,1,1,None
4008,292.6,3680,6000,1931,2292,1146,1,5,2,1,0,1,1,None
4009,468.4,5892,12190,1965,2984,1908,2,9,4,2,0,1,1,None
4010,402.8,5067,3290,1910,3636,1971,2,8,4,1,0,1,1,None
4011,355.9,4477,9500,1925,2597,1542,2,7,3,1,0,1,1,None
4012,364.9,4590,2614,1910,3580,2090,2,7,3,1,1,1,0,None
4013,388.3,4884,11690,1960,2240,988,1,5,2,1,1,1,1,None
4014,383.1,4819,6000,1890,2850,1639,2,7,3,2,1,1,1,None
4015,580.6,7303,12642,1890,5494,3015,2,9,5,2,0,1,0,None
4016,384.2,4833,4019,1903,3757,2007,2,10,4,2,1,1,0,None
4017,491.9,6188,8950,1865,3112,1872,2,6,2,1,1,1,0,Recent
4018,405.6,5102,4780,1899,3262,1937,2,8,5,1,0,1,1,None
4019,325.7,4097,4848,1929,2210,1351,2,7,3,1,1,1,1,None
4020,454.8,5721,5500,1910,3308,1850,2,7,3,1,2,1,0,Recent
4021,559.5,7038,9008,1910,5121,2927,2,10,4,2,0,1,1,None
4022,386.4,4860,6250,1925,3499,1859,2,7,4,1,0,1,0,None
4023,683.1,8593,11550,1900,4989,3245,2.5,9,4,3,1,1,2,None
4024,367.3,4620,5000,1920,2518,1458,2,7,3,1,1,1,1,None
4025,341.3,4293,4305,1920,2264,1380,2,6,3,1,0,1,0,None
4026,447,5623,6637,1960,3308,2050,2,8,4,2,1,1,1,None
4027,363,4566,5370,1954,1986,1274,2,6,3,1,0,1,1,Recent
4028,500.6,6297,5305,1910,6304,3331,2,8,4,1,1,1,3,None
4029,582.9,7332,9080,1935,4298,2514,2,8,4,3,1,1,1,None
4030,375.2,4720,5008,1960,3100,1404,1,7,2,1,0,1,1,Recent
4031,396.6,4989,5500,1920,3551,1918,2,7,4,1,1,1,1,None
4032,566.3,7124,6375,1880,4142,2548,2.5,9,4,2,1,1,0,Old
4033,329.1,4140,4524,1897,3389,1533,1,7,3,1,0,1,1,None
4034,349.4,4395,5500,1920,2835,1544,1.5,6,2,1,1,1,1,None
4035,513,6453,10510,1925,4580,2567,2,10,5,1,1,1,1,Old
4036,342,4302,6110,1955,2612,1322,1.5,6,3,2,0,1,1,None
4037,304.2,3826,5469,1925,2001,950,1,6,2,1,0,1,1,None
4038,306.5,3855,3550,1930,1833,1152,2,6,3,1,0,1,0,None
4039,340.4,4282,4394,1910,2484,1500,2,7,4,1,1,1,0,None
4040,477.1,6001,6375,1880,4033,2522,2,8,3,1,1,1,2,Recent
4041,394.1,4957,6308,1960,3044,1810,2,8,2,1,1,1,0,None
4042,350.4,4408,5500,1930,2200,1328,2,7,3,1,0,1,1,None
4043,346.4,4357,6265,1935,3369,1399,1,7,4,1,0,1,0,None
4044,295.4,3716,4000,1930,2182,912,1,5,2,1,0,1,1,None
4045,304.1,3825,5163,1930,2052,974,1,5,2,1,1,1,1,None
4046,437.8,5507,9250,1880,3509,1884,2,7,4,1,0,1,0,None
4047,531.7,6688,8280,1910,4979,3039,2,9,3,2,0,1,2,None
4048,405.6,5102,6831,1900,3152,1568,2,9,4,2,0,2,1,None
4049,537.6,6763,9904,1910,5074,2860,2,10,6,1,1,1,0,None
4050,486.9,6125,6700,1870,4906,2774,2,9,4,2,1,1,1,None
4051,595.2,7487,9425,1900,4455,2838,2.5,10,6,2,1,1,1,Recent
4052,323.3,4067,4000,1934,3050,1550,1.5,6,3,1,1,1,0,None
4053,354.2,4455,6349,1930,3556,1904,1.5,8,3,1,1,1,1,None
4054,350.2,4405,5469,1914,2927,1615,1.5,7,4,2,0,1,0,None
4055,437,5497,5097,1910,4142,2337,2,9,4,2,1,1,1,None
4056,485.7,6110,11204,1885,4749,2625,2,10,5,2,1,1,0,None
4057,402.6,5064,6375,1880,2611,1710,2,7,3,1,1,1,0,None
4058,281.6,3542,4000,1925,1954,912,1,5,2,1,0,1,0,None
4059,740.6,9316,16576,1920,7187,4288,2,14,8,3,0,1,2,None
4060,350.3,4406,5500,1938,2612,1586,2,7,3,1,0,1,1,None
4061,329.3,4142,6258,1956,2577,1082,1,6,2,1,0,1,1,Old
4062,377.6,4750,4345,1920,2772,1758,2,8,4,1,1,1,0,None
4063,419.1,5272,5202,1925,3983,1529,1,8,4,1,1,1,1,Recent
4064,459.9,5785,5942,1910,3653,2294,2,9,5,2,0,1,0,None
4065,464.3,5840,6353,1915,3720,1792,2,6,3,1,1,1,1,Recent
4066,511.2,6430,5888,1915,4298,2370,2,7,3,1,0,1,1,None
4067,462.2,5814,6625,1880,4074,2349,2,13,6,1,2,1,0,None
4068,607.2,7638,9625,1909,4426,2684,2.5,9,6,1,1,1,1,Recent
4069,271.1,3410,4000,1925,1898,912,1,5,2,1,0,1,0,None
4070,296.8,3733,5000,1950,1996,828,1,4,2,1,0,1,1,None
4071,333.7,4197,5469,1928,2948,1330,1,8,3,1,0,2,1,None
4072,532.9,6703,7150,1920,5164,2989,2,10,5,2,1,1,1,None
4073,606.4,7628,13830,1986,3927,2344,2,7,3,2,1,1,1,None
4074,354.4,4458,4594,1920,2740,1527,2,6,3,1,0,1,0,None
4075,350.1,4404,4000,1930,3026,1658,1.5,8,3,2,1,1,0,Old
4076,361,4541,5500,1930,2253,1350,2,6,3,1,1,1,1,None
4077,327.1,4114,6128,1929,3119,1420,1,6,3,1,0,1,0,None
4078,562.5,7076,4800,1900,5232,3153,2,8,3,2,1,1,1,Recent
4079,387.7,4877,6251,1986,2040,1296,2,5,3,1,1,1,1,None
4080,500.6,6297,6480,1910,4328,2502,2,8,5,2,0,1,1,None
4081,385.6,4850,6625,1880,2938,1900,2,6,3,1,0,1,0,None
4082,331.2,4166,5465,1940,3141,1420,1,5,2,1,0,1,1,None
4083,663.1,8341,9825,1900,5804,2854,2.5,10,6,3,1,1,1,Recent
4084,527.8,6639,7169,1914,3835,2290,2,7,4,2,1,1,1,None
4085,270.7,3405,4000,1925,1890,888,1,5,2,1,0,1,1,None
4086,493.6,6209,4397,1912,4055,2566,2,9,5,2,1,1,0,Recent
4087,312.5,3931,4806,1875,2738,1314,1.5,6,3,1,0,1,0,None
4088,396.9,4993,7382,1957,2686,1599,2,7,3,1,1,1,1,None
4089,554.9,6980,6650,1915,4315,2374,2,7,3,2,0,1,1,Recent
4090,290.2,3650,3800,1920,2044,912,1,6,3,2,0,1,0,None
4091,292.5,3679,5000,1923,1912,912,1,5,2,1,0,1,0,None
4092,496.9,6251,7476,1910,2714,1658,2,8,3,2,1,1,1,Recent
4093,498.7,6273,6775,1915,4026,2220,2,7,3,1,1,1,1,None
4094,295,3711,6244,1958,2040,960,1,5,2,1,0,1,0,None
4095,518.5,6522,10400,1910,3194,1874,2,8,3,1,1,1,2,None
4096,275,3459,6080,1930,2104,941,1,5,2,1,0,1,0,None
4097,397.4,4999,5469,1925,2145,1352,2,8,2,1,1,1,1,Recent
4098,340.6,4284,4413,1920,2415,1394,2,7,3,2,0,1,0,None
4099,527.6,6637,10025,1910,4344,2501,2,9,5,2,1,1,1,Old
4100,333.8,4199,3800,1934,3248,1795,1.5,8,3,2,0,1,0,Old
4101,302.9,3810,3500,1930,2020,1284,2,7,3,1,1,1,0,None
4102,316.8,3985,5497,1925,2283,1032,1,7,3,1,0,1,1,None
4103,389.3,4897,6375,1887,3220,1766,2.5,6,3,1,1,1,0,None
4104,536.9,6754,10370,1910,3376,1944,2,8,4,1,1,1,1,None
4105,282.5,3553,3800,1920,2002,912,1,5,2,1,0,1,0,None
4106,346.3,4356,5500,1950,3116,1291,1,6,3,1,1,1,1,None
4107,510.2,6418,6480,1920,3119,1729,2,7,3,1,1,1,0,Recent
4108,564.5,7101,6222,1910,3599,2024,2,6,3,2,1,1,0,Recent
4109,379.1,4769,6157,1910,2800,1620,2,6,3,1,0,1,1,Old
4110,433.4,5452,4063,1920,2538,1489,2,7,3,2,0,1,0,Recent
4111,405.6,5102,14130,1900,3114,1701,1.5,7,4,2,0,1,0,None
4112,713.1,8970,13113,1909,6244,3176,2,12,6,2,1,1,1,None
4113,453.1,5700,10119,1880,3437,1900,2,9,5,1,0,1,0,None
4114,343.9,4326,5469,1928,2208,1350,2,6,3,1,0,1,0,None
4115,288.3,3626,6237,1958,2040,960,1,5,2,1,0,1,0,None
4116,586.3,7375,8580,1890,4256,2457,2,7,3,1,1,1,1,Recent
4117,280.2,3524,3800,1920,2288,1104,1,5,2,1,0,1,0,None
4118,382.5,4811,5491,1903,2838,1764,2,7,4,1,0,1,1,None
4119,515.1,6479,8386,1900,5178,2940,2,9,4,1,1,1,1,None
4120,489.9,6162,6180,1910,5181,2729,2,9,4,1,1,1,2,None
4121,276.7,3480,3800,1929,2202,1056,1,5,2,1,0,1,0,None
4122,340.1,4278,6173,1920,2116,1352,2,6,2,1,0,1,1,None
4123,418.1,5259,7591,1887,3064,1959,2.5,7,4,1,1,1,1,None
4124,349,4390,4000,1917,2700,1710,2,7,3,1,1,1,0,None
4125,350.7,4411,5000,1950,2448,1306,1.5,6,3,2,0,1,1,None
4126,369.6,4649,5500,1955,2749,1192,1,8,3,2,0,1,1,None
4127,338.8,4262,5469,1925,2602,1600,2,7,4,1,0,1,1,None
4128,390.4,4911,5600,1900,3322,1896,2,8,4,1,0,1,1,None
4129,578.9,7282,7938,1910,4042,2193,2,8,4,1,1,1,0,Recent
4130,404.3,5086,6250,1880,3898,2282,2,7,4,1,0,1,0,None
4131,530,6667,8016,1910,4402,2594,2,10,4,2,1,1,1,Recent
4132,350.5,4409,4000,1912,2504,1392,2,6,3,1,1,1,0,None
4133,277.9,3495,3800,1920,2210,1056,1,5,2,1,0,1,0,None
4134,376.6,4737,5500,1929,2980,1842,2,7,4,1,1,1,0,None
4135,553.7,6965,5785,1910,4270,2678,2.5,10,5,2,1,1,1,Old
4136,508.6,6398,6781,1885,3969,2224,2,8,5,2,1,1,1,Recent
4137,634.9,7987,10000,1910,5110,3192,2,9,5,1,1,1,1,None
4138,406.8,5117,7600,1915,3404,1745,2,8,3,1,1,1,0,None
4139,345.3,4343,6190,1953,2400,1306,1.5,6,2,2,0,1,1,None
4140,341.6,4297,5469,1936,2172,1336,2,6,3,1,1,1,1,Old
4141,392.7,4940,6435,1918,3410,2039,2,8,4,1,0,1,1,None
4142,491.9,6188,6600,1905,3690,2012,2,8,3,2,1,1,0,None
4143,467.6,5882,4725,1900,4476,2407,2,8,3,1,1,1,0,Recent
4144,581.5,7315,9775,1910,3373,2459,2,10,4,1,1,1,0,Recent
4145,277.1,3485,4038,1920,1776,864,1,5,2,1,0,1,1,None
4146,351.9,4426,4381,1956,2050,1025,1,7,3,2,0,1,1,Recent
4147,383.8,4828,5710,1914,3373,2057,2,7,4,1,1,1,0,None
4148,341.8,4299,6531,1953,2700,1260,1,6,3,1,1,1,1,None
4149,471,5925,7128,1870,3828,2412,2,9,4,1,1,1,1,None
4150,388,4881,7890,1920,2864,1523,1.5,6,2,1,0,1,0,None
4151,399.6,5026,5500,1927,3404,1578,1,7,3,2,1,1,1,None
4152,309,3887,4250,1900,2042,1040,1.5,6,3,1,0,1,0,Recent
4153,476.6,5995,8135,1910,3716,2144,2,8,5,1,1,1,1,Recent
4154,256.9,3231,4037,1930,1808,886,1,5,2,1,0,1,0,None
4155,399.5,5025,5500,1910,2674,1654,2,6,3,1,0,1,1,Recent
4156,463.4,5829,7672,1915,2880,1750,2,8,3,1,1,1,1,None
4157,302.6,3806,3800,1950,2328,1090,1,6,3,1,0,1,1,None
4158,263.3,3312,3845,1930,2184,1002,1,5,2,1,0,1,0,None
4159,381.3,4796,5590,1935,2678,1490,2,8,3,1,0,1,1,None
4160,370.9,4665,5469,1925,2602,1521,2,7,4,1,0,1,1,None
4161,344.3,4331,4000,1917,2754,1588,2,7,4,1,0,1,0,Recent
4162,351.1,4416,6207,1950,2384,1075,1,6,3,1,1,1,1,None
4163,550.6,6926,7633,1910,4959,2633,2,9,6,1,1,1,1,None
4164,631,7937,6500,1880,6459,3857,2,9,6,1,0,1,1,None
4165,873,10982,19630,1910,6565,3374,2,12,4,3,1,1,4,Recent
4166,596.1,7498,8232,1910,5574,2978,2,9,5,2,0,1,1,Recent
4167,401,5044,5700,1950,3327,1836,1.5,8,4,2,0,1,0,Recent
4168,374.3,4708,7183,1885,2675,1648,2,7,4,1,0,1,0,None
4169,672.8,8463,8430,1910,5338,2957,2,9,4,3,0,1,1,None
4170,345.7,4348,2992,1956,2553,1403,1.5,6,3,1,0,1,1,Recent
4171,334.7,4210,4263,1940,2550,1627,2,7,4,1,0,1,0,None
4172,270.8,3406,3842,1937,2228,1102,1,8,3,2,0,1,0,None
4173,540.9,6804,5755,1910,4565,2722,2,10,5,2,0,1,2,Old
4174,338.2,4254,4006,1925,2863,1330,1,7,2,2,0,1,1,Recent
4175,507.5,6384,5468,1928,3780,2719,2,9,4,2,1,1,0,Recent
4176,387.1,4869,5800,1915,3298,1688,2,7,3,1,1,1,1,None
4177,408.8,5142,5500,1951,3240,1920,2,8,4,2,0,1,1,Recent
4178,355.2,4468,5069,1950,2304,1306,1.5,6,3,1,0,1,1,Old
4179,655.6,8247,8333,1910,6020,3558,2.5,11,6,2,0,1,1,Old
4180,286.5,3604,3800,1959,2168,1017,1,5,2,1,0,1,0,None
4181,316.8,3985,5500,1953,2248,985,1,5,2,1,0,1,1,None
4182,339.3,4268,6089,1965,1905,1225,2,6,3,1,1,1,1,None
4183,718.2,9034,19180,1918,6565,3564,2.5,11,4,2,2,1,0,None
4184,385.6,4850,7156,1895,2750,1616,2,6,3,1,0,1,0,None
4185,501.1,6303,6750,1910,4266,2309,2,9,4,3,1,1,2,None
4186,762.5,9592,9401,2002,6294,3495,2.5,8,4,2,1,1,1,None
4187,536.5,6749,6323,1920,3414,2108,2,7,4,2,0,1,1,Old
4188,691.1,8694,12880,1910,4985,2833,2,8,5,2,1,1,1,Recent
4189,691.3,8696,5750,1910,6396,4188,2.5,10,4,3,0,1,3,Recent
4190,525.5,6610,10988,1915,3080,1920,2,6,3,2,1,1,1,Recent
4191,348.1,4379,5500,1931,3454,1568,1,6,3,1,0,1,1,None
4192,326.3,4104,5469,1928,2150,1300,2,6,3,1,0,1,1,None
4193,332.5,4182,4500,1930,1994,1061,1.5,8,2,1,1,1,1,None
4194,354,4453,6000,1950,2574,1201,1,9,4,1,0,1,1,Recent
4195,368.9,4640,4951,1952,2808,1474,1.5,6,3,2,0,1,1,None
4196,642.7,8085,8415,1910,6442,2843,2,11,6,2,1,1,1,Recent
4197,319.6,4020,3800,1920,2786,1550,1.5,8,3,2,0,1,0,None
4198,392.3,4935,6228,1925,3628,1836,1.5,6,3,1,0,1,1,Old
4199,307.1,3863,5373,1930,2479,1068,1,6,3,1,0,1,1,None
4200,318.6,4007,5500,1950,2700,1075,1,6,3,1,0,1,1,None
4201,346.4,4357,6082,1965,1893,1225,2,8,3,1,1,1,1,None
4202,289.2,3638,4275,1920,2090,960,1,5,2,1,0,1,1,None
4203,340.4,4282,5469,1925,2131,1334,2,6,3,1,0,1,1,None
4204,337.5,4245,5687,1893,2550,1224,1.5,7,3,1,0,1,0,None
4205,690,8680,12800,1910,5460,3014,2,10,5,1,1,1,1,None
4206,402.9,5068,7133,1880,3120,1940,2,7,3,1,1,1,1,Old
4207,631,7937,6625,2007,5429,2946,2,9,4,2,1,1,1,None
4208,323.5,4069,3478,1950,2791,1239,1,7,4,1,1,1,1,None
4209,390.9,4917,6235,1915,2738,1649,2,8,4,1,1,1,1,None
4210,645.6,8121,9217,2001,4958,2542,2,8,4,2,1,1,0,None
4211,678.3,8533,11918,1860,5501,3125,2,8,4,2,0,1,1,Old
4212,354.2,4455,5500,1933,2581,1443,2,6,3,2,0,1,1,None
4213,551.2,6934,9140,1900,6053,3348,2,9,4,1,1,1,1,None
4214,400,5032,3653,1930,2489,1334,2,6,3,1,0,1,1,None
4215,310.6,3907,5139,1910,2324,1336,2,6,3,1,1,1,1,None
4216,326.5,4107,3600,1929,1864,1152,2,5,2,1,0,1,1,None
4217,674.9,8490,9856,1910,6730,3566,2,9,4,1,0,1,2,Old
4218,409.4,5150,6233,1933,3456,1924,2,9,4,1,1,1,1,None
4219,609.7,7670,9564,1910,5219,2729,2,10,6,2,0,1,1,Recent
4220,418.2,5260,8257,1927,2682,1680,2,7,4,1,0,1,1,None
4221,667.8,8400,9375,1906,6076,3003,2,10,5,2,0,1,2,Recent
4222,382.6,4813,4416,1955,2760,1144,1,7,3,1,1,1,1,Recent
4223,306,3849,3250,1960,2160,1224,1.5,6,3,2,0,1,1,None
4224,378.6,4762,6025,1965,2408,1530,2,7,4,1,1,1,1,None
4225,629.9,7924,11533,1918,5934,3927,2.5,11,6,1,1,1,2,None
4226,522.7,6575,6625,1896,5072,2832,2,9,5,1,1,1,1,Recent
4227,344,4327,5812,1920,2924,1595,1.5,6,3,2,0,1,1,None
4228,529.6,6662,6400,1910,5337,2924,2,9,3,2,0,1,0,None
4229,365.8,4601,5500,1949,2944,1555,1.5,6,3,1,1,1,0,None
4230,372.5,4686,7113,1930,2352,1232,2,6,3,1,1,1,0,None
4231,483.8,6086,6134,2003,2608,1696,2,7,4,2,1,1,1,None
4232,365.6,4599,7132,1955,2496,1142,1,6,4,2,0,1,1,Recent
4233,668.7,8412,20897,1910,7175,3977,2,13,4,1,1,1,1,Old
4234,497.3,6256,11679,1915,3555,2319,2,9,4,1,1,1,1,None
4235,335.1,4215,4211,1955,2688,1384,1.5,7,3,1,1,1,1,None
4236,683.1,8593,12132,1910,4243,2774,2.5,10,4,2,1,1,1,Recent
4237,345.6,4347,4520,1960,2353,1413,2,6,3,1,1,1,1,None
4238,351.8,4425,6235,1920,3354,1512,1,5,2,1,0,1,1,None
4239,458.7,5770,7842,1915,3714,2100,2,8,4,2,0,1,1,None
4240,326.7,4109,3250,1932,2564,1285,1.5,8,2,1,1,1,1,None
4241,480.2,6040,5584,1930,3946,1919,2,6,3,1,1,1,1,None
4242,321.3,4041,3609,1930,2232,1392,2,6,3,1,1,1,1,None
4243,285.1,3586,3159,1940,2084,934,1,6,3,1,0,1,0,None
4244,410,5157,5000,1890,3204,1696,2,7,4,1,1,1,1,Recent
4245,353.2,4443,5950,1960,2002,1274,2,6,3,1,1,1,1,None
4246,355.1,4467,3882,1931,2408,1440,2,6,3,2,0,1,1,None
4247,642.7,8085,9375,1910,5749,3224,2.5,11,6,2,1,1,1,Old
4248,354.9,4464,6375,1955,2588,1210,1,7,4,1,0,1,1,None
4249,346.5,4358,5500,1950,2748,1306,1.5,6,2,2,0,1,1,Recent
4250,357.2,4493,7105,1930,3378,1383,1,6,3,2,0,1,1,None
4251,476.2,5990,11637,1993,2860,1798,2,7,4,2,1,1,1,None
4252,389.3,4897,6235,1932,2689,1584,2,7,3,1,0,1,1,None
4253,435.4,5477,6709,1910,4170,2648,2,10,5,1,1,1,1,None
4254,422.7,5317,5568,1900,3800,2158,2,8,3,1,1,1,1,None
4255,302.7,3807,4140,1925,2895,1295,1,7,3,1,0,1,1,None
4256,331,4163,5000,1890,2662,1488,2,6,3,1,0,1,0,None
4257,520.6,6549,16616,1929,4162,2144,2,9,4,1,1,1,1,None
4258,285.2,3587,3060,1950,2448,1123,1,6,2,1,0,1,1,None
4259,331.3,4167,4793,1945,2154,1380,2,6,3,1,0,1,0,None
4260,459.9,5785,6375,1900,4186,2235,2,9,5,1,1,1,1,Recent
4261,351.2,4418,5943,1965,2428,1518,2,7,3,1,1,1,1,None
4262,394.5,4962,6178,1968,2447,1560,2,7,4,1,1,1,1,None
4263,474.9,5974,5000,1900,4382,2440,2,9,4,1,1,1,1,None
4264,364.2,4581,11168,1915,2944,1664,2,7,3,1,1,1,0,None
4265,385.6,4850,6000,1960,2214,1470,2,8,4,1,1,1,1,None
4266,356.6,4486,3609,1930,2443,1446,2,6,3,1,0,1,1,None
4267,339.9,4275,3610,1930,2382,1454,2,7,3,1,1,1,1,None
4268,271.3,3412,3376,1953,1728,850,1,4,2,1,0,1,0,None
4269,576.5,7252,9200,1899,3969,2520,2,9,4,2,1,1,3,Recent
4270,453.7,5707,6303,1910,5270,2906,2,9,4,1,1,1,1,None
4271,317.1,3989,4140,1920,2900,1295,1,5,2,1,0,1,1,None
4272,481.3,6054,8795,1993,2767,1749,2,7,3,1,1,1,1,None
4273,464.7,5845,7813,1890,5175,2857,2,9,7,1,1,1,1,None
4274,368.2,4631,7100,1909,2630,1466,2,8,3,1,1,1,0,Old
4275,330.3,4155,4891,1930,3344,1512,1,5,2,1,0,1,1,Recent
4276,359.4,4521,5760,1957,3183,1613,1.5,6,3,2,0,1,1,None
4277,576.8,7256,37647,1915,5488,2300,1,8,4,2,1,1,0,None
4278,397.4,4999,9625,1910,2516,1536,2,6,3,1,0,1,1,None
4279,402.3,5060,6500,1890,3940,2212,2,9,5,1,1,1,0,None
4280,444.5,5591,9375,1890,3566,2250,2.5,9,6,1,0,1,0,Old
4281,357,4491,5870,1968,2418,1530,2,7,3,1,1,1,1,None
4282,319.6,4020,5815,1964,2556,1200,1,6,4,1,1,1,0,None
4283,334.9,4213,4500,1927,2906,1310,1,6,3,2,0,1,1,Old
4284,639.6,8046,12500,1910,6287,3493,2,12,4,1,1,1,2,None
4285,341.1,4291,4991,1920,3140,1420,1,8,3,1,0,1,0,Old
4286,667.2,8393,6030,1895,4858,2756,2,12,7,3,0,1,2,Recent
4287,301.2,3789,1800,1942,3663,1904,1.5,8,3,2,0,1,0,None
4288,335.5,4220,3587,1930,2172,1324,2,6,3,1,1,1,1,None
4289,382.1,4806,5570,1925,2532,1536,2,7,3,1,0,1,1,None
4290,346.8,4362,3610,1930,2244,1392,2,6,3,1,1,1,1,None
4291,568.4,7150,15295,1890,4000,2153,2,9,6,1,3,1,1,None
4292,605.5,7617,10233,1910,6549,3845,2.5,12,4,2,1,1,1,None
4293,406.4,5112,6500,1924,2837,1782,2,7,4,1,1,1,1,None
4294,292,3673,4075,1945,3013,1310,1,6,2,1,0,1,0,None
4295,539.2,6783,8050,1910,4206,2385,2,7,4,1,1,1,2,Old
4296,320.9,4036,6750,1940,2178,1040,1,6,2,1,0,1,1,Old
4297,528.8,6652,9080,1910,4470,2569,2,9,6,1,1,1,1,None
4298,464.2,5839,6613,1997,2697,1885,2,8,3,2,2,1,2,None
4299,301.6,3794,5987,1960,2124,972,1,6,3,1,0,1,1,None
4300,441.4,5552,10168,1955,2876,1670,2,7,4,1,1,1,1,None
4301,568.3,7149,6265,1920,3954,2514,2,9,4,1,1,1,1,None
4302,329.7,4147,9500,1950,1923,924,1,5,3,1,0,1,0,None
4303,461.7,5808,6937,1997,2552,1664,2,7,3,1,2,1,1,None
4304,536.8,6752,7097,1890,4564,2460,1.5,10,5,1,1,1,0,Old
4305,300,3774,3680,1941,3128,1295,1,7,4,1,0,1,0,None
4306,677,8516,7690,1900,5952,3220,2,10,5,1,2,1,1,Recent
4307,432.7,5443,10250,1885,2847,1764,2,6,3,1,0,1,0,None
4308,476.3,5991,9934,1913,5416,3232,2,9,4,2,0,1,0,None
4309,514.2,6468,11562,1899,4523,2535,2,8,3,2,1,1,0,Recent
4310,427.3,5375,3588,1930,2493,1538,2,7,3,1,1,1,1,Recent
4311,444.7,5594,10900,1955,2665,1470,2,7,4,1,1,1,1,None
4312,794,9988,12201,1840,6196,3061,2,10,7,4,0,2,2,Old
4313,310.5,3906,5093,1953,2568,1042,1,7,3,1,1,1,1,None
